29395, 0.000065
31791, 0.000030
34931, 0.000069
41693, 0.000063
10270, 0.000024
33408, 0.000095
40774, 0.000070
28571, 0.000052
5640, 0.000010
38933, 0.000041
15416, 0.000047
918, 0.000002
27801, 0.000024
20733, 0.000005
31814, 0.000038
30943, 0.000079
30670, 0.000024
32445, 0.000047
1603, 0.000004
9695, 0.000011
28253, 0.000039
15904, 0.000037
25148, 0.000058
101, 0.000001
43250, 0.000009
39524, 0.000033
2515, 0.000006
1980, 0.000004
38648, 0.000036
36063, 0.000094
4382, 0.000008
6228, 0.000014
27603, 0.000029
14968, 0.000011
39006, 0.000074
2505, 0.000008
32533, 0.000043
28567, 0.000039
1636, 0.000000
27166, 0.000058
10907, 0.000023
8539, 0.000008
37776, 0.000078
49826, 0.000068
43580, 0.000053
23053, 0.000001
1054, 0.000002
11161, 0.000012
31893, 0.000047
38822, 0.000016
43950, 0.000093
31617, 0.000017
41115, 0.000064
27399, 0.000044
23232, 0.000019
29910, 0.000040
27040, 0.000023
35779, 0.000025
2999, 0.000002
19634, 0.000014
1533, 0.000003
1342, 0.000002
35635, 0.000030
36091, 0.000018
18706, 0.000006
2144, 0.000004
21426, 0.000020
6381, 0.000013
43375, 0.000085
25789, 0.000027
45085, 0.000007
36411, 0.000053
11519, 0.000020
45467, 0.000089
48103, 0.000028
15425, 0.000020
24319, 0.000003
17119, 0.000033
42461, 0.000044
48248, 0.000027
5881, 0.000012
35879, 0.000027
27241, 0.000034
8430, 0.000002
31030, 0.000027
4870, 0.000005
45673, 0.000023
42106, 0.000041
9273, 0.000014
1299, 0.000001
47143, 0.000040
12791, 0.000023
665, 0.000001
5380, 0.000003
42819, 0.000006
476, 0.000002
8048, 0.000007
2891, 0.000003
7509, 0.000003
11600, 0.000002
38036, 0.000066
30961, 0.000013
44282, 0.000081
39689, 0.000023
36338, 0.000004
29628, 0.000044
29653, 0.000022
7036, 0.000001
43471, 0.000063
32032, 0.000010
20495, 0.000019
40304, 0.000044
26808, 0.000010
46479, 0.000073
27705, 0.000024
14740, 0.000027
33765, 0.000025
5566, 0.000002
45870, 0.000014
26507, 0.000039
9152, 0.000003
795, 0.000001
48584, 0.000027
2940, 0.000002
5633, 0.000005
42225, 0.000054
34816, 0.000035
39849, 0.000031
45806, 0.000018
23501, 0.000022
30816, 0.000029
39807, 0.000003
6278, 0.000008
23725, 0.000031
10889, 0.000001
8062, 0.000006
1726, 0.000002
38156, 0.000022
17707, 0.000012
46277, 0.000032
34239, 0.000051
28600, 0.000003
30606, 0.000041
40503, 0.000055
39984, 0.000044
13075, 0.000014
38561, 0.000007
24172, 0.000023
2274, 0.000002
2545, 0.000003
2763, 0.000000
44788, 0.000049
44935, 0.000037
43961, 0.000062
15232, 0.000011
25280, 0.000006
44724, 0.000026
20910, 0.000011
14991, 0.000016
34408, 0.000017
44505, 0.000050
49722, 0.000019
11190, 0.000005
16936, 0.000007
34643, 0.000043
47343, 0.000004
33663, 0.000002
20352, 0.000015
5723, 0.000004
26758, 0.000029
19228, 0.000024
43902, 0.000053
34839, 0.000047
38626, 0.000009
4748, 0.000008
40290, 0.000045
37255, 0.000016
18008, 0.000024
20960, 0.000011
29764, 0.000027
14743, 0.000016
23708, 0.000034
31678, 0.000009
39275, 0.000026
25144, 0.000036
48433, 0.000039
13838, 0.000008
19443, 0.000003
19870, 0.000014
15694, 0.000014
8019, 0.000003
46149, 0.000004
11945, 0.000011
1089, 0.000002
24930, 0.000032
48007, 0.000062
1569, 0.000001
3657, 0.000005
6009, 0.000004
32868, 0.000024
15088, 0.000016
8419, 0.000012
25045, 0.000004
38561, 0.000030
20070, 0.000025
48641, 0.000021
38412, 0.000033
17557, 0.000002
20260, 0.000004
13644, 0.000016
34459, 0.000010
41804, 0.000023
2054, 0.000004
9233, 0.000005
2308, 0.000001
14655, 0.000007
6060, 0.000004
620, 0.000001
41048, 0.000043
48389, 0.000061
3267, 0.000003
46335, 0.000057
39263, 0.000033
21900, 0.000019
5344, 0.000007
30718, 0.000039
20581, 0.000015
35515, 0.000004
31071, 0.000044
30220, 0.000010
10097, 0.000002
23035, 0.000027
19450, 0.000011
28158, 0.000039
3275, 0.000001
17526, 0.000003
5485, 0.000003
15545, 0.000003
22762, 0.000003
21090, 0.000025
37332, 0.000016
26230, 0.000016
31457, 0.000039
13828, 0.000007
29979, 0.000002
7490, 0.000005
16248, 0.000003
40819, 0.000051
2553, 0.000002
11898, 0.000004
10409, 0.000013
49870, 0.000057
16517, 0.000000
1503, 0.000000
36409, 0.000045
38717, 0.000029
22286, 0.000019
14114, 0.000002
32630, 0.000037
6745, 0.000003
41168, 0.000007
43219, 0.000005
8630, 0.000003
47343, 0.000040
26078, 0.000016
31554, 0.000000
619, 0.000000
9946, 0.000000
47761, 0.000022
32400, 0.000030
42835, 0.000043
20532, 0.000026
9330, 0.000007
17638, 0.000004
35732, 0.000024
10765, 0.000007
41627, 0.000049
11828, 0.000002
27758, 0.000001
16985, 0.000013
1303, 0.000000
41682, 0.000017
15941, 0.000019
27264, 0.000016
28926, 0.000012
29304, 0.000022
7878, 0.000002
28903, 0.000011
25336, 0.000003
45598, 0.000021
10220, 0.000007
9312, 0.000011
24537, 0.000029
27553, 0.000004
34743, 0.000034
2247, 0.000001
27100, 0.000034
43447, 0.000039
37065, 0.000033
49163, 0.000031
16886, 0.000016
42805, 0.000020
39995, 0.000028
31895, 0.000008
13977, 0.000012
18786, 0.000009
19112, 0.000003
11860, 0.000009
15714, 0.000003
25731, 0.000016
43325, 0.000032
30832, 0.000034
27365, 0.000030
35525, 0.000002
31905, 0.000033
38282, 0.000050
36473, 0.000014
3522, 0.000001
17824, 0.000011
20771, 0.000014
2970, 0.000002
24382, 0.000020
27418, 0.000006
6944, 0.000003
44360, 0.000016
28232, 0.000034
18732, 0.000005
24842, 0.000020
45869, 0.000036
18370, 0.000010
21974, 0.000007
28507, 0.000007
30630, 0.000033
33452, 0.000034
13281, 0.000006
24030, 0.000011
43424, 0.000028
39706, 0.000023
29934, 0.000016
29794, 0.000015
19780, 0.000004
42614, 0.000039
48052, 0.000021
22019, 0.000005
30932, 0.000022
6271, 0.000008
35885, 0.000019
48839, 0.000019
7306, 0.000007
6237, 0.000008
21968, 0.000016
1746, 0.000001
9750, 0.000006
31441, 0.000025
33839, 0.000009
26433, 0.000021
1584, 0.000000
44751, 0.000011
28665, 0.000015
745, 0.000000
49446, 0.000052
43729, 0.000032
19058, 0.000014
44623, 0.000014
1753, 0.000001
22681, 0.000002
47670, 0.000045
47110, 0.000029
15558, 0.000001
220, 0.000001
5281, 0.000005
40440, 0.000038
2785, 0.000002
4465, 0.000001
38147, 0.000027
22654, 0.000009
24740, 0.000017
11089, 0.000013
22355, 0.000001
16431, 0.000016
7470, 0.000007
41995, 0.000005
14477, 0.000012
44407, 0.000017
33633, 0.000035
17778, 0.000007
39090, 0.000022
20308, 0.000012
4498, 0.000003
13492, 0.000014
41659, 0.000031
32121, 0.000004
15692, 0.000001
25064, 0.000004
15689, 0.000014
2608, 0.000004
32284, 0.000012
40201, 0.000041
44561, 0.000017
34915, 0.000012
12170, 0.000013
2371, 0.000001
26526, 0.000014
34665, 0.000012
6479, 0.000001
8394, 0.000000
8861, 0.000005
46091, 0.000037
15980, 0.000013
7089, 0.000005
42205, 0.000026
43899, 0.000005
17968, 0.000004
27370, 0.000034
26509, 0.000017
38537, 0.000041
12641, 0.000005
36929, 0.000035
3793, 0.000005
19159, 0.000015
43095, 0.000033
49634, 0.000046
14484, 0.000015
6057, 0.000005
1770, 0.000001
110, 0.000000
42863, 0.000034
37422, 0.000025
35547, 0.000038
48755, 0.000001
13687, 0.000010
41370, 0.000031
2560, 0.000002
9782, 0.000003
5627, 0.000004
43368, 0.000032
36512, 0.000022
4820, 0.000005
272, 0.000000
16884, 0.000011
10594, 0.000009
12041, 0.000010
37949, 0.000019
33373, 0.000041
12381, 0.000008
45240, 0.000007
47160, 0.000051
28602, 0.000001
22862, 0.000017
11344, 0.000010
41716, 0.000035
29354, 0.000004
40126, 0.000013
39092, 0.000041
37550, 0.000042
42894, 0.000039
18632, 0.000018
45963, 0.000023
48390, 0.000059
45894, 0.000011
49287, 0.000051
41886, 0.000032
48510, 0.000025
13656, 0.000009
13756, 0.000006
30201, 0.000005
43610, 0.000031
38757, 0.000008
32816, 0.000029
16086, 0.000012
28003, 0.000013
39896, 0.000016
23912, 0.000002
1846, 0.000001
38061, 0.000040
31602, 0.000034
22372, 0.000019
9215, 0.000007
34250, 0.000031
41097, 0.000020
5454, 0.000006
44739, 0.000037
19024, 0.000022
4297, 0.000005
26105, 0.000008
6390, 0.000007
41529, 0.000001
41566, 0.000038
31937, 0.000012
45176, 0.000023
23011, 0.000024
11384, 0.000007
24339, 0.000009
23233, 0.000018
26151, 0.000032
6983, 0.000008
10296, 0.000012
7848, 0.000004
45444, 0.000025
45073, 0.000019
46298, 0.000040
43758, 0.000040
8605, 0.000000
29492, 0.000033
49536, 0.000026
3325, 0.000000
6699, 0.000005
35446, 0.000022
47527, 0.000019
10369, 0.000004
20749, 0.000013
37159, 0.000024
45417, 0.000002
47136, 0.000010
13159, 0.000014
7570, 0.000005
19970, 0.000014
32649, 0.000017
15893, 0.000013
37124, 0.000013
40061, 0.000016
6912, 0.000008
13918, 0.000011
43748, 0.000041
25109, 0.000006
63, 0.000000
8203, 0.000005
17099, 0.000002
12421, 0.000013
20243, 0.000017
3221, 0.000001
22608, 0.000026
31514, 0.000018
26944, 0.000014
32122, 0.000028
37359, 0.000012
26381, 0.000009
5455, 0.000004
4604, 0.000002
23674, 0.000012
26596, 0.000019
36883, 0.000009
18245, 0.000002
28640, 0.000019
3918, 0.000002
3255, 0.000001
43415, 0.000009
16792, 0.000004
34391, 0.000015
31301, 0.000017
15698, 0.000014
27109, 0.000032
16558, 0.000006
11441, 0.000013
23936, 0.000022
13521, 0.000010
35349, 0.000018
37189, 0.000015
39186, 0.000037
33208, 0.000009
35812, 0.000038
3543, 0.000001
20233, 0.000015
24151, 0.000009
10620, 0.000009
37292, 0.000020
48755, 0.000021
7251, 0.000002
35030, 0.000031
27592, 0.000024
22927, 0.000005
32596, 0.000032
23583, 0.000002
38041, 0.000031
2608, 0.000004
21546, 0.000003
33741, 0.000024
6574, 0.000007
34428, 0.000021
10538, 0.000006
30081, 0.000002
44352, 0.000044
36760, 0.000002
12367, 0.000012
27823, 0.000011
3379, 0.000002
11397, 0.000004
48207, 0.000034
14105, 0.000006
3627, 0.000001
22699, 0.000004
21658, 0.000021
10223, 0.000013
12881, 0.000006
8621, 0.000004
46527, 0.000046
8570, 0.000008
17783, 0.000010
8604, 0.000011
7243, 0.000008
11602, 0.000013
33096, 0.000041
39747, 0.000040
7769, 0.000008
6584, 0.000001
22880, 0.000016
2711, 0.000003
40059, 0.000006
44007, 0.000041
40352, 0.000029
5644, 0.000005
18077, 0.000005
28740, 0.000016
24917, 0.000023
12985, 0.000005
49273, 0.000060
45279, 0.000053
18985, 0.000006
33621, 0.000012
8618, 0.000003
18874, 0.000007
17323, 0.000008
29243, 0.000016
22262, 0.000020
30991, 0.000026
22615, 0.000017
25974, 0.000009
27383, 0.000032
49344, 0.000041
23796, 0.000022
47393, 0.000050
15224, 0.000008
17119, 0.000010
11692, 0.000005
6243, 0.000002
22603, 0.000026
7998, 0.000004
13875, 0.000003
20146, 0.000004
1700, 0.000001
2335, 0.000001
22028, 0.000015
40924, 0.000048
35013, 0.000029
27662, 0.000000
45446, 0.000053
17312, 0.000020
12334, 0.000009
10383, 0.000009
33839, 0.000019
33435, 0.000023
10137, 0.000009
42696, 0.000039
2790, 0.000002
35831, 0.000030
35702, 0.000037
25864, 0.000024
5688, 0.000006
8280, 0.000003
12225, 0.000015
22243, 0.000013
16765, 0.000004
7468, 0.000001
41233, 0.000012
17021, 0.000020
26943, 0.000014
33116, 0.000032
1119, 0.000001
47700, 0.000050
12365, 0.000003
28543, 0.000006
18851, 0.000003
32483, 0.000025
18954, 0.000005
25660, 0.000019
37738, 0.000038
42298, 0.000021
38367, 0.000042
47612, 0.000059
15683, 0.000003
15084, 0.000018
10518, 0.000007
35348, 0.000044
19361, 0.000010
29766, 0.000012
16830, 0.000008
10409, 0.000010
39509, 0.000021
41831, 0.000005
18877, 0.000021
31148, 0.000039
10604, 0.000008
46671, 0.000053
8059, 0.000005
37787, 0.000046
8916, 0.000002
18221, 0.000012
14926, 0.000007
32273, 0.000017
42669, 0.000013
7056, 0.000004
7720, 0.000005
48369, 0.000059
